,Numero_Proyecto_Ley,Título,Sumilla,Etiqueta,Texto
237,4030,LEY DE REFORMA CONSTITUCIONAL QUE GARANTIZA LA IDONEIDAD PARA EL CARGO DE MINISTRO DE ESTADO,PROPONE REFORMAR CONSTITUCIONAL QUE GARANTIZA LA IDONEIDAD PARA EL CARGO DE MINISTRO DE ESTADO,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE GARANTIZA LA IDONEIDAD PARA EL CARGO DE MINISTRO DE ESTADO PROPONE REFORMAR CONSTITUCIONAL QUE GARANTIZA LA IDONEIDAD PARA EL CARGO DE MINISTRO DE ESTADO
238,3916,LEY DE REFORMA CONSTITUCIONAL QUE GARANTIZA LA PARTICIPACIÓN POLÍTICA DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS Y AFROPERUANOS EN ELECCIONES CONGRESALES Y ASAMBLEA CONSTITUYENTE,PROPONE REFORMA CONSTITUCIONAL QUE GARANTIZA LA PARTICIPACIÓN POLÍTICA DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS Y AFROPERUANOS EN ELECCIONES CONGRESALES Y ASAMBLEA CONSTITUYENTE.,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE GARANTIZA LA PARTICIPACIÓN POLÍTICA DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS Y AFROPERUANOS EN ELECCIONES CONGRESALES Y ASAMBLEA CONSTITUYENTE PROPONE REFORMA CONSTITUCIONAL QUE GARANTIZA LA PARTICIPACIÓN POLÍTICA DE LOS PUEBLOS INDÍGENAS U ORIGINARIOS Y AFROPERUANOS EN ELECCIONES CONGRESALES Y ASAMBLEA CONSTITUYENTE.
239,3906,LEY DE REFORMA CONSTITUCIONAL QUE HABILITA LA ELABORACIÓN Y APROBACIÓN DE UNA NUEVA CONSTITUCIÓN POLÍTICA MEDIANTE ASAMBLEA CONSTITUYENTE,PROPONE REFORMA CONSTITUCIONAL QUE HABILITA LA ELABORACIÓN Y APROBACIÓN DE UNA NUEVA CONSTITUCIÓN POLÍTICA MEDIANTE ASAMBLEA CONSTITUYENTE.,NEGATIVO,LEY DE REFORMA CONSTITUCIONAL QUE HABILITA LA ELABORACIÓN Y APROBACIÓN DE UNA NUEVA CONSTITUCIÓN POLÍTICA MEDIANTE ASAMBLEA CONSTITUYENTE PROPONE REFORMA CONSTITUCIONAL QUE HABILITA LA ELABORACIÓN Y APROBACIÓN DE UNA NUEVA CONSTITUCIÓN POLÍTICA MEDIANTE ASAMBLEA CONSTITUYENTE.
240,4287,LEY DE REFORMA CONSTITUCIONAL QUE IMPIDE LA ELECCIÓN DE CONDENADOS POR LA COMISION DE DELITO DOLOSO A CARGOS DE ELECCION POPULAR,"PROPONE REFORMA CONSTITUCIONAL TIENE POR OBJETO IMPEDIR QUE ACCEDAN A LA PRESIDENCIA Y VICEPRESIDENCIA DE LA REPÚBLICA, PERSONAS QUE HAYAN SIDO CONDENADAS POR LA COMISIÓN DE UN DELITO DOLOSO, AUN CUANDO HAYAN SIDO REHABILITADOS.",POSITIVO,"LEY DE REFORMA CONSTITUCIONAL QUE IMPIDE LA ELECCIÓN DE CONDENADOS POR LA COMISION DE DELITO DOLOSO A CARGOS DE ELECCION POPULAR PROPONE REFORMA CONSTITUCIONAL TIENE POR OBJETO IMPEDIR QUE ACCEDAN A LA PRESIDENCIA Y VICEPRESIDENCIA DE LA REPÚBLICA, PERSONAS QUE HAYAN SIDO CONDENADAS POR LA COMISIÓN DE UN DELITO DOLOSO, AUN CUANDO HAYAN SIDO REHABILITADOS."
241,4307,LEY DE REFORMA CONSTITUCIONAL QUE IMPOSIBILITA POSTULAR A CARGOS PÚBLICOS O ELECCIÓN POPULAR A SENTENCIADOS POR TERRORISMO Y VIOLACIÓN SEXUAL,"PROPONE REFORMA CONSTITUCIONAL TIENE POR OBJETO MODIFICAR EL ARTÍCULO 139 INCISO 22 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA LOS POSTULANTES A CARGOS PÚBLICOS REPRESENTATIVOS O DE ELECCIÓN POPULAR.",POSITIVO,"LEY DE REFORMA CONSTITUCIONAL QUE IMPOSIBILITA POSTULAR A CARGOS PÚBLICOS O ELECCIÓN POPULAR A SENTENCIADOS POR TERRORISMO Y VIOLACIÓN SEXUAL PROPONE REFORMA CONSTITUCIONAL TIENE POR OBJETO MODIFICAR EL ARTÍCULO 139 INCISO 22 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA LOS POSTULANTES A CARGOS PÚBLICOS REPRESENTATIVOS O DE ELECCIÓN POPULAR."
242,1140,LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA A LA SUPERINTENDENCIA DE EDUCACIÓN SUPERIOR UNIVERSITARIA -SUNEDU COMO ÓRGANO DE CONTROL Y SUPERVISIÓN DEL ESTADO EN LA EDUCACIÓN UNIVERSITARIA,PROPONE INCORPORAR A LA SUPERINTENDENCIA DE EDUCACIÓN SUPERIOR UNIVERSITARIA -SUNEDU COMO ÓRGANO DE CONTROL Y SUPERVISIÓN DEL ESTADO EN LA EDUCACIÓN UNIVERSITARIA,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA A LA SUPERINTENDENCIA DE EDUCACIÓN SUPERIOR UNIVERSITARIA -SUNEDU COMO ÓRGANO DE CONTROL Y SUPERVISIÓN DEL ESTADO EN LA EDUCACIÓN UNIVERSITARIA PROPONE INCORPORAR A LA SUPERINTENDENCIA DE EDUCACIÓN SUPERIOR UNIVERSITARIA -SUNEDU COMO ÓRGANO DE CONTROL Y SUPERVISIÓN DEL ESTADO EN LA EDUCACIÓN UNIVERSITARIA
243,3680,LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA EL ARTÍCULO 42-A A LA CONSTITUCIÓN POLÍTICA DEL PERÚ,PROPONE REFORMA CONSTITUCIONAL QUE INCORPORA EL ARTÍCULO 42-A A LA CONSTITUCIÓN POLÍTICA DEL PERÚ.,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA EL ARTÍCULO 42-A A LA CONSTITUCIÓN POLÍTICA DEL PERÚ PROPONE REFORMA CONSTITUCIONAL QUE INCORPORA EL ARTÍCULO 42-A A LA CONSTITUCIÓN POLÍTICA DEL PERÚ.
244,3899,LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA EL CONSEJO DE ESTADO,PROYECTO DE LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA EL CONSEJO DE ESTADO,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA EL CONSEJO DE ESTADO PROYECTO DE LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA EL CONSEJO DE ESTADO
245,6766,LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA EL DERECHO FUNDAMENTAL A LA CIUDAD EN LA CONSTITUCIÓN POLÍTICA DEL PERÚ,"LA PRESENTE LEY TIENE POR OBJETO MODIFICAR LA CONSTITUCIÓN POLÍTICO DEL PERÚ PARA RECONOCER E INCORPORAR EL DERECHO A LA CIUDAD COMO UN DERECHO FUNDAMENTAL EN EL ORDENAMIENTO DEL PAÍS. ESTE RECONOCIMIENTO, IMPLICA LA PARTICIPACIÓN ACTIVA DE LOS CIUDADANOS EN LA PLANIFICACIÓN, DESARROLLO Y TOMA DE DECISIONES URBANAS, ASÍ COMO LA PROMOCIÓN DE LA JUSTICIA ESPECIAL Y LA EQUIDAD EN EL ACCESO A LOS BENEFICIOS DE LA CIUDAD",NEGATIVO,"LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA EL DERECHO FUNDAMENTAL A LA CIUDAD EN LA CONSTITUCIÓN POLÍTICA DEL PERÚ LA PRESENTE LEY TIENE POR OBJETO MODIFICAR LA CONSTITUCIÓN POLÍTICO DEL PERÚ PARA RECONOCER E INCORPORAR EL DERECHO A LA CIUDAD COMO UN DERECHO FUNDAMENTAL EN EL ORDENAMIENTO DEL PAÍS. ESTE RECONOCIMIENTO, IMPLICA LA PARTICIPACIÓN ACTIVA DE LOS CIUDADANOS EN LA PLANIFICACIÓN, DESARROLLO Y TOMA DE DECISIONES URBANAS, ASÍ COMO LA PROMOCIÓN DE LA JUSTICIA ESPECIAL Y LA EQUIDAD EN EL ACCESO A LOS BENEFICIOS DE LA CIUDAD"
246,1739,LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA LA PENA DE MUERTE POR EL DELITO DE VIOLACIÓN SEXUAL CONTRA MENORES DE EDAD,PROPONE REFORMAR CONSTITUCIONAL QUE INCORPORA LA PENA DE MUERTE POR EL DELITO DE VIOLACIÓN SEXUAL CONTRA MENORES DE EDAD.,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE INCORPORA LA PENA DE MUERTE POR EL DELITO DE VIOLACIÓN SEXUAL CONTRA MENORES DE EDAD PROPONE REFORMAR CONSTITUCIONAL QUE INCORPORA LA PENA DE MUERTE POR EL DELITO DE VIOLACIÓN SEXUAL CONTRA MENORES DE EDAD.
247,3894,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA DIVERSOS ARTÍCULOS DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ Y REDUCE EL NÚMERO DE VOTOS PARA LA REMOCIÓN DE LOS MIEMBROS DE LA JUNTA NACIONAL DE JUSTICIA, ELECCIÓN Y REMOCIÓN DEL DEFENSOR DEL PUEBLO Y LA ELECCIÓN DE LOS MAGISTRADOS DEL TRIBUNAL CONSTITUCIONAL","PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA DIVERSOS ARTÍCULOS DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ Y REDUCE EL NÚMERO DE VOTOS PARA LA REMOCIÓN DE LOS MIEMBROS DE LA JUNTA NACIONAL DE JUSTICIA, ELECCIÓN Y REMOCIÓN DEL DEFENSOR DEL PUEBLO Y LA ELECCIÓN DE LOS MAGISTRADOS DEL TRIBUNAL CONSTITUCIONAL.",NEGATIVO,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA DIVERSOS ARTÍCULOS DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ Y REDUCE EL NÚMERO DE VOTOS PARA LA REMOCIÓN DE LOS MIEMBROS DE LA JUNTA NACIONAL DE JUSTICIA, ELECCIÓN Y REMOCIÓN DEL DEFENSOR DEL PUEBLO Y LA ELECCIÓN DE LOS MAGISTRADOS DEL TRIBUNAL CONSTITUCIONAL PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA DIVERSOS ARTÍCULOS DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ Y REDUCE EL NÚMERO DE VOTOS PARA LA REMOCIÓN DE LOS MIEMBROS DE LA JUNTA NACIONAL DE JUSTICIA, ELECCIÓN Y REMOCIÓN DEL DEFENSOR DEL PUEBLO Y LA ELECCIÓN DE LOS MAGISTRADOS DEL TRIBUNAL CONSTITUCIONAL."
248,6663,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 166 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ CON LA FINALIDAD DE CREAR LA GUARDIA NACIONAL Y LA POLICÍA DE INVESTIGACIÓN CRIMINAL,PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 166 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ CON LA FINALIDAD DE CREAR LA GUARDIA NACIONAL Y LA POLICÍA DE INVESTIGACIÓN CRIMINAL.,NEGATIVO,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 166 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ CON LA FINALIDAD DE CREAR LA GUARDIA NACIONAL Y LA POLICÍA DE INVESTIGACIÓN CRIMINAL PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 166 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ CON LA FINALIDAD DE CREAR LA GUARDIA NACIONAL Y LA POLICÍA DE INVESTIGACIÓN CRIMINAL.
249,4253,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 34-A DE LA CONSTITUCION POLITICA DEL PERU CON LA FINALIDAD DE PROHIBIR LA POSTULACION A CARGOS DE ELECCION POPULAR A SENTENCIATOS POR DELITO DE TERRORISMO Y OTROS DELITOS GRAVES,PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 34-A DE LA CONSTITUCION POLITICA DEL PERU CON LA FINALIDAD DE PROHIBIR LA POSTULACION A CARGOS DE ELECCION POPULAR A SENTENCIATOS POR DELITO DE TERRORISMO Y OTROS DELITOS GRAVES.,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 34-A DE LA CONSTITUCION POLITICA DEL PERU CON LA FINALIDAD DE PROHIBIR LA POSTULACION A CARGOS DE ELECCION POPULAR A SENTENCIATOS POR DELITO DE TERRORISMO Y OTROS DELITOS GRAVES PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 34-A DE LA CONSTITUCION POLITICA DEL PERU CON LA FINALIDAD DE PROHIBIR LA POSTULACION A CARGOS DE ELECCION POPULAR A SENTENCIATOS POR DELITO DE TERRORISMO Y OTROS DELITOS GRAVES.
250,6536,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 88° Y 89° DE LA CONSTITUCION POLITICA DEL PERU SOBRE EL REGIMEN AGRARIO DE LAS COMUNIDADES CAMPESINAS Y NATIVAS,"PROPONE MODIFICAR LOS ARTÍCULOS 88° Y 89° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, CON LA FINALIDAD DE ESTABLECER EL RÉGIMEN DE PROPIEDAD DE LAS TIERRAS COMUNALES UBICADAS EN LA SIERRA, COSTA Y SELVA.",NEGATIVO,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 88° Y 89° DE LA CONSTITUCION POLITICA DEL PERU SOBRE EL REGIMEN AGRARIO DE LAS COMUNIDADES CAMPESINAS Y NATIVAS PROPONE MODIFICAR LOS ARTÍCULOS 88° Y 89° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, CON LA FINALIDAD DE ESTABLECER EL RÉGIMEN DE PROPIEDAD DE LAS TIERRAS COMUNALES UBICADAS EN LA SIERRA, COSTA Y SELVA."
251,5652,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 93 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA RESTABLECER LA INMUNIDAD PARLAMENTARIA","PROPONE LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 93 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA RESTABLECER LA INMUNIDAD PARLAMENTARIA.",NEGATIVO,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 93 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA RESTABLECER LA INMUNIDAD PARLAMENTARIA PROPONE LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTICULO 93 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA RESTABLECER LA INMUNIDAD PARLAMENTARIA."
252,2314,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 100 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ,PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 100 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ.,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 100 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 100 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ.
253,3480,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 102° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA FORTALECER LA DEMARCACIÓN Y ORGANIZACIÓN TERRITORIAL","PROPONE REFORMAR CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 102° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA FORTALECER LA DEMARCACIÓN Y ORGANIZACIÓN TERRITORIAL",NEGATIVO,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 102° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA FORTALECER LA DEMARCACIÓN Y ORGANIZACIÓN TERRITORIAL PROPONE REFORMAR CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 102° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA FORTALECER LA DEMARCACIÓN Y ORGANIZACIÓN TERRITORIAL"
254,5235,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 108 DE LA CONSTITUCIÓN POLITICA DEL PERÚ EN FUNCIÓN A MODIFICAR EL VOTO EN MAYORÍA SIMPLE PARA APROBAR LOS PROYECTOS DE LEY POR,PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 108 DE LA CONSTITUCIÓN POLITICA DEL PERÚ EN FUNCIÓN A MODIFICAR EL VOTO EN MAYORÍA SIMPLE PARA APROBAR LOS PROYECTOS DE LEY POR,NEGATIVO,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 108 DE LA CONSTITUCIÓN POLITICA DEL PERÚ EN FUNCIÓN A MODIFICAR EL VOTO EN MAYORÍA SIMPLE PARA APROBAR LOS PROYECTOS DE LEY POR PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 108 DE LA CONSTITUCIÓN POLITICA DEL PERÚ EN FUNCIÓN A MODIFICAR EL VOTO EN MAYORÍA SIMPLE PARA APROBAR LOS PROYECTOS DE LEY POR
255,3901,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 110 DE LA CONSTITUCIÓN, SOBRE REQUISITOS PARA SER CANDIDATO A LA PRESIDENCIA Y VICEPRESIDENCIA DE LA REPÚBLICA","LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 110 DE LA CONSTITUCIÓN, SOBRE REQUISITOS PARA SER CANDIDATO A LA PRESIDENCIA Y VICEPRESIDENCIA DE LA REPÚBLICA",NEGATIVO,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 110 DE LA CONSTITUCIÓN, SOBRE REQUISITOS PARA SER CANDIDATO A LA PRESIDENCIA Y VICEPRESIDENCIA DE LA REPÚBLICA LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 110 DE LA CONSTITUCIÓN, SOBRE REQUISITOS PARA SER CANDIDATO A LA PRESIDENCIA Y VICEPRESIDENCIA DE LA REPÚBLICA"
256,5131,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 115 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA PERMITIR QUE EL PRESIDENTE DE LA REPÚBLICA DIRIJA EL DESPACHO EN FORMA REMOTA POR VIAJE AL EXTERIOR","PROPONE REFORMAR LA CONSTITUCIÓN POLÍTICA DEL PERÚ, MODIFICANDO EL ARTÍCULO 115, PARA PERMITIR QUE EL PRESIDENTE DE LA REPÚBLICA DIRIJA EL DESPACHO PRESIDENCIAL EN FORMA REMOTA A TRAVÉS DE LAS TECNOLOGÍAS DE LA INFORMACIÓN, CUANDO POR NECESIDAD IMPOSTERGABLE TENGA QUE VIAJAR AL EXTRANJERO.",NEGATIVO,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 115 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, PARA PERMITIR QUE EL PRESIDENTE DE LA REPÚBLICA DIRIJA EL DESPACHO EN FORMA REMOTA POR VIAJE AL EXTERIOR PROPONE REFORMAR LA CONSTITUCIÓN POLÍTICA DEL PERÚ, MODIFICANDO EL ARTÍCULO 115, PARA PERMITIR QUE EL PRESIDENTE DE LA REPÚBLICA DIRIJA EL DESPACHO PRESIDENCIAL EN FORMA REMOTA A TRAVÉS DE LAS TECNOLOGÍAS DE LA INFORMACIÓN, CUANDO POR NECESIDAD IMPOSTERGABLE TENGA QUE VIAJAR AL EXTRANJERO."
257,2911,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, QUE PERMITE ACUSAR AL PRESIDENTE DE LA REPÚBLICA POR DELITOS CONTRA LA ADMINISTRACIÓN PÚBLICA Y POR VIOLENCIA DE LA LIBERTAD SEXUAL","PROPONR REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, QUE PERMITE ACUSAR AL PRESIDENTE DE LA REPÚBLICA POR DELITOS CONTRA LA ADMINISTRACIÓN PÚBLICA Y POR VIOLENCIA DE LA LIBERTAD SEXUAL.",POSITIVO,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, QUE PERMITE ACUSAR AL PRESIDENTE DE LA REPÚBLICA POR DELITOS CONTRA LA ADMINISTRACIÓN PÚBLICA Y POR VIOLENCIA DE LA LIBERTAD SEXUAL PROPONR REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, QUE PERMITE ACUSAR AL PRESIDENTE DE LA REPÚBLICA POR DELITOS CONTRA LA ADMINISTRACIÓN PÚBLICA Y POR VIOLENCIA DE LA LIBERTAD SEXUAL."
258,3904,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 DE LA CONSTITUCIÓN, SOBRE CAUSALES DE ACUSACIÓN DEL PRESIDENTE DE LA REPÚBLICA","PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 DE LA CONSTITUCIÓN, SOBRE CAUSALES DE ACUSACIÓN DEL PRESIDENTE DE LA REPÚBLICA.",POSITIVO,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 DE LA CONSTITUCIÓN, SOBRE CAUSALES DE ACUSACIÓN DEL PRESIDENTE DE LA REPÚBLICA PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 DE LA CONSTITUCIÓN, SOBRE CAUSALES DE ACUSACIÓN DEL PRESIDENTE DE LA REPÚBLICA."
259,3983,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 SOBRE CAUSALES DE ACUSACIÓN DEL PRESIDENTE DE LA REPÚBLICA,PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 SOBRE CAUSALES DE ACUSACIÓN DEL PRESIDENTE DE LA REPÚBLICA.,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 SOBRE CAUSALES DE ACUSACIÓN DEL PRESIDENTE DE LA REPÚBLICA PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 117 SOBRE CAUSALES DE ACUSACIÓN DEL PRESIDENTE DE LA REPÚBLICA.
260,3083,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 124 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ E INCORPORA EL REQUISITO DE NO HABER SIDO CENSURADO PARA SER MINISTRO DE ESTADO,PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 124 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ E INCORPORA EL REQUISITO DE NO HABER SIDO CENSURADO PARA SER MINISTRO DE ESTADO.,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 124 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ E INCORPORA EL REQUISITO DE NO HABER SIDO CENSURADO PARA SER MINISTRO DE ESTADO PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 124 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ E INCORPORA EL REQUISITO DE NO HABER SIDO CENSURADO PARA SER MINISTRO DE ESTADO.
261,3022,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 132 DE LA CONSTITUCÓN POLÍTICA DEL PERÚ PARA REGULAR LA CENSURA MINISTERIAL,PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 132 DE LA CONSTITUCÓN POLÍTICA DEL PERÚ PARA REGULAR LA CENSURA MINISTERIAL.,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 132 DE LA CONSTITUCÓN POLÍTICA DEL PERÚ PARA REGULAR LA CENSURA MINISTERIAL PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 132 DE LA CONSTITUCÓN POLÍTICA DEL PERÚ PARA REGULAR LA CENSURA MINISTERIAL.
262,4121,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 139 INCISO 22 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ CON LA FINALIDAD DE PROMOVER LA IDONEIDAD DE POSTULANTES A CARGOS PÚBLICOS Y/O DE ELECCIÓN POPULAR,PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 139 INCISO 22 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ CON LA FINALIDAD DE PROMOVER LA IDONEIDAD DE POSTULANTES A CARGOS PÚBLICOS Y/O DE ELECCIÓN POPULAR.,POSITIVO,LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 139 INCISO 22 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ CON LA FINALIDAD DE PROMOVER LA IDONEIDAD DE POSTULANTES A CARGOS PÚBLICOS Y/O DE ELECCIÓN POPULAR PROPONE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 139 INCISO 22 DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ CON LA FINALIDAD DE PROMOVER LA IDONEIDAD DE POSTULANTES A CARGOS PÚBLICOS Y/O DE ELECCIÓN POPULAR.
263,6279,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 140° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ CON EL FIN DE INCORPORAR LA PENA DE MUERTE EN CASO DE VIOLACIÓN DE MENORES DE EDAD, SICARIATO,","PROPONE MODIFICAR EL ARTÍCULO 140° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, CON EL FIN DE INCORPORAR LA PENA DE MUERTE EN CASO DE VIOLACIÓN MENORES DE EDAD, SICARIATO, EXTORSIÓN Y TRÁFICO DE MENORES.",POSITIVO,"LEY DE REFORMA CONSTITUCIONAL QUE MODIFICA EL ARTÍCULO 140° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ CON EL FIN DE INCORPORAR LA PENA DE MUERTE EN CASO DE VIOLACIÓN DE MENORES DE EDAD, SICARIATO, PROPONE MODIFICAR EL ARTÍCULO 140° DE LA CONSTITUCIÓN POLÍTICA DEL PERÚ, CON EL FIN DE INCORPORAR LA PENA DE MUERTE EN CASO DE VIOLACIÓN MENORES DE EDAD, SICARIATO, EXTORSIÓN Y TRÁFICO DE MENORES."
